time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1997-04-02T16:10:38.010Z,42.094,26.331,10,3.3,md,,,,0.78,us,usp0007zv8,2014-11-07T01:02:28.289Z,Bulgaria,earthquake,,,,,reviewed,us,isk
1997-03-18T07:57:28.480Z,41.678,23.789,10,3.2,ml,,,,1.23,us,usp0007z0h,2014-11-07T01:02:20.410Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1996-12-24T23:15:27.000Z,41.403,22.749,10,2.6,ml,,,,0.83,us,usp0007uyq,2014-11-07T01:01:49.396Z,Macedonia,earthquake,,,,,reviewed,us,sko
1996-11-15T00:05:07.290Z,41.956,22.458,10,2.3,ml,,,,1.1,us,usp0007t18,2014-11-07T01:01:35.340Z,Macedonia,earthquake,,,,,reviewed,us,sko
1996-08-14T12:36:05.860Z,42.025,25.369,10,4.1,mb,,,,1.6,us,usp0007njq,2014-11-07T01:00:58.953Z,Bulgaria,earthquake,,,,3,reviewed,us,us
1996-07-31T03:20:51.970Z,41.954,23.194,10,2.7,ml,,,,0.9,us,usp0007mwf,2014-11-07T01:00:51.300Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1996-04-20T19:56:51.150Z,42.786,23.492,19.9,3.7,mb,,,,1.3,us,usp0007gdn,2014-11-07T01:00:18.314Z,Bulgaria,earthquake,,5.6,,7,reviewed,us,us
1996-02-09T07:09:34.680Z,41.839,23.046,10,2.6,ml,,,,0.9,us,usp0007cms,2014-11-07T00:59:51.950Z,Bulgaria,earthquake,,,,,reviewed,us,the
1996-02-02T05:11:49.550Z,42.853,23.898,10,3.3,ml,,,,1.3,us,usp0007c50,2014-11-07T00:59:48.757Z,Bulgaria,earthquake,,,,,reviewed,us,the
1996-02-01T17:43:55.360Z,41.703,23.792,10,3.3,ml,,,,0.6,us,usp0007c3y,2014-11-07T00:59:48.300Z,Bulgaria,earthquake,,,,,reviewed,us,the
1996-01-30T00:41:47.090Z,41.493,22.698,5,2.3,ml,,,,1.4,us,usp0007bz6,2014-11-07T00:59:44.618Z,Macedonia,earthquake,,,,,reviewed,us,sko
1996-01-29T15:28:05.750Z,42.208,23.327,10,2.7,ml,,,,1.4,us,usp0007byp,2014-11-07T00:59:44.577Z,Bulgaria,earthquake,,,,,reviewed,us,the
1996-01-24T09:13:51.800Z,41.512,23.399,10,2.5,ml,,,,0.5,us,usp0007bmy,2014-11-07T00:59:43.038Z,Bulgaria,earthquake,,,,,reviewed,us,the
1996-01-23T20:43:35.150Z,41.564,23.416,10,2.6,ml,,,,0.9,us,usp0007bkt,2014-11-07T00:59:42.861Z,Bulgaria,earthquake,,,,,reviewed,us,the
1996-01-18T20:20:22.430Z,41.638,24.083,10,3,ml,,,,0.6,us,usp0007bb1,2014-11-07T00:59:41.641Z,Bulgaria,earthquake,,,,,reviewed,us,the
1996-01-12T04:18:13.480Z,41.677,27.672,10,3.2,md,,,,0.9,us,usp0007ax2,2014-11-07T00:59:39.418Z,western Turkey,earthquake,,,,,reviewed,us,isk
1995-12-30T21:31:52.780Z,41.408,23.114,5,2.7,ml,,,,0.4,us,usp00079wj,2014-11-07T00:59:31.065Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-12-28T12:34:14.010Z,41.479,22.35,10,2,ml,,,,0.4,us,usp00079s6,2014-11-07T00:59:30.014Z,Macedonia,earthquake,,,,,reviewed,us,the
1995-12-28T01:17:34.630Z,41.933,23.094,10,3.1,md,,,,0.7,us,usp00079rd,2014-11-07T00:59:29.908Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1995-12-25T10:01:55.760Z,41.606,23.56,10,2.7,ml,,,,0.6,us,usp00079kn,2014-11-07T00:59:29.276Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-12-21T21:58:59.690Z,41.345,27.98,5,2.8,md,,,,0.3,us,usp00079ch,2014-11-07T00:59:28.358Z,western Turkey,earthquake,,,,,reviewed,us,isk
1995-12-15T18:20:44.190Z,42.001,23.115,10,2.8,ml,,,,0.7,us,usp000791t,2014-11-07T00:59:26.529Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-12-14T16:25:25.980Z,42.542,23.519,10,3.3,ml,,,,1,us,usp00078zs,2014-11-07T00:59:26.279Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-12-14T12:10:20.890Z,41.471,23.828,10,2.9,ml,,,,0.3,us,usp00078z9,2014-11-07T00:59:26.219Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-12-08T21:01:09.100Z,41.64,23.15,10,2.7,ml,,,,0.6,us,usp00078n2,2014-11-07T00:59:24.295Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-12-04T16:20:47.100Z,41.479,22.372,10,1.5,ml,,,,0.4,us,usp0007887,2014-11-07T00:59:21.815Z,Macedonia,earthquake,,,,,reviewed,us,sko
1995-11-29T21:36:59.470Z,41.909,23.048,5,2.6,ml,,,,0.8,us,usp00077s3,2014-11-07T00:59:14.703Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-11-15T05:33:37.040Z,41.76,22.812,33,2.7,ml,,,,1.1,us,usp00076vr,2014-11-07T00:59:10.991Z,Macedonia,earthquake,,,,,reviewed,us,the
1995-11-13T19:39:34.260Z,42.708,27.872,10,3.2,md,,,,0.9,us,usp00076ta,2014-11-07T00:59:10.678Z,Bulgaria,earthquake,,,,,reviewed,us,isk
1995-11-13T18:07:32.300Z,41.44,23.477,10,2.3,ml,,,,0.2,us,usp00076t6,2014-11-07T00:59:10.671Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-11-06T05:27:17.300Z,42.257,23.645,10,2.9,ml,,,,0.5,us,usp00076c7,2014-11-07T00:59:07.884Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-11-04T08:25:50.440Z,42.041,23.672,5,2.7,ml,,,,0.3,us,usp000769e,2014-11-07T00:59:07.318Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-11-03T16:50:59.880Z,41.592,23.226,10,2.4,ml,,,,0.2,us,usp000767w,2014-11-07T00:59:07.031Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-11-02T21:08:42.570Z,41.772,24.058,5,3.1,ml,,,,0.8,us,usp000766c,2014-11-07T00:59:06.561Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-10-15T19:16:50.970Z,42.235,23.722,10,2.9,ml,,,,1.1,us,usp0007578,2014-11-07T00:58:57.863Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-10-06T04:27:07.150Z,41.441,23.522,10,2.8,md,,,,0.6,us,usp00074kq,2014-11-07T00:58:54.157Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1995-09-29T09:07:03.430Z,42.009,22.668,10,2.8,ml,,,,0.8,us,usp0007455,2014-11-07T00:58:47.953Z,Macedonia,earthquake,,,,,reviewed,us,the
1995-09-27T15:37:54.030Z,42.007,24.725,10,2.6,ml,,,,0.8,us,usp000742s,2014-11-07T00:58:47.662Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-09-21T07:48:18.970Z,41.364,29.272,10,3,md,,,,0.5,us,usp00073q9,2014-11-07T00:58:45.776Z,western Turkey,earthquake,,,,,reviewed,us,isk
1995-09-08T15:36:08.490Z,41.506,24.026,5,2.9,ml,,,,0.4,us,usp000733g,2014-11-07T00:58:42.210Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-09-08T14:21:33.420Z,41.294,23.837,5,2.4,ml,,,,0.1,us,usp000733d,2014-11-07T00:58:42.205Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1995-09-07T22:03:19.980Z,41.705,23.791,10,2.8,ml,,,,0.7,us,usp000732e,2014-11-07T00:58:42.082Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-08-17T04:38:14.880Z,41.902,23.099,10,3.3,md,,,,0.7,us,usp00071y6,2014-11-07T00:58:32.764Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1995-07-28T02:49:15.780Z,43.35,22.509,10,2.1,ml,,,,0.4,us,usp0007125,2014-11-07T00:58:23.601Z,Serbia,earthquake,,,,,reviewed,us,sko
1995-07-18T23:29:54.610Z,42.668,27.977,10,3.7,mb,,,,1,us,usp00070rc,2014-11-07T00:58:22.045Z,Bulgaria,earthquake,,,,3,reviewed,us,us
1995-06-28T21:47:37.650Z,41.996,23.029,10,3.1,md,,,,0.8,us,usp0006zv1,2014-11-07T00:58:12.401Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1995-04-23T09:16:33.290Z,41.29,22.635,5,2.3,ml,,,,0.7,us,usp0006w6t,2014-11-07T00:57:45.188Z,Macedonia,earthquake,,,,,reviewed,us,the
1995-04-23T07:04:39.650Z,41.41,22.77,5,2.4,ml,,,,0.7,us,usp0006w68,2014-11-07T00:57:45.113Z,Macedonia,earthquake,,,,,reviewed,us,the
1995-04-22T08:57:36.830Z,41.404,22.735,10,2.5,ml,,,,0.6,us,usp0006w3x,2014-11-07T00:57:44.681Z,Macedonia,earthquake,,,,,reviewed,us,sko
1995-04-04T12:29:00.250Z,42.063,23.198,5,2.8,ml,,,,0.6,us,usp0006v4s,2014-11-07T00:57:39.266Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-03-20T20:39:08.470Z,41.346,22.651,5,2.2,ml,,,,1,us,usp0006ug4,2014-11-07T00:57:32.485Z,Macedonia,earthquake,,,,,reviewed,us,sko
1995-02-27T02:28:26.280Z,41.955,23.068,5,2.9,ml,,,,0.9,us,usp0006tkj,2014-11-07T00:57:23.165Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-02-11T00:36:31.810Z,41.954,23.035,10,2.7,ml,,,,0.3,us,usp0006squ,2014-11-07T00:57:18.796Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-02-07T13:48:01.350Z,42.002,23.791,5,2.8,ml,,,,0.8,us,usp0006shk,2014-11-07T00:57:17.930Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-02-02T19:45:43.170Z,41.442,23.907,5,2.6,ml,,,,0.7,us,usp0006s96,2014-11-07T00:57:15.995Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1995-01-31T13:33:21.690Z,42.425,24.116,10,3.1,ml,,,,0.8,us,usp0006s5x,2014-11-07T00:57:12.600Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-01-28T14:18:02.750Z,41.851,23.209,10,3,ml,,,,1.4,us,usp0006s0s,2014-11-07T00:57:11.912Z,Bulgaria,earthquake,,,,,reviewed,us,the
1995-01-26T17:27:42.370Z,41.313,22.679,5,2.2,ml,,,,0.4,us,usp0006rxb,2014-11-07T00:57:11.105Z,Macedonia,earthquake,,,,,reviewed,us,the
1995-01-24T20:23:52.920Z,41.937,23.195,5,2.5,ml,,,,1.1,us,usp0006rue,2014-11-07T00:57:10.801Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1995-01-18T07:42:07.720Z,41.654,24.01,10,3.3,md,,,,0.8,us,usp0006rhq,2014-11-07T00:57:09.372Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1995-01-13T15:33:45.740Z,41.598,28.478,10,2.9,md,,,,0.4,us,usp0006r9b,2014-11-07T00:57:07.917Z,western Turkey,earthquake,,,,,reviewed,us,isk
1995-01-01T21:44:44.090Z,41.839,23.053,5,2,ml,,,,0.1,us,usp0006qr7,2014-11-07T00:57:03.953Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1995-01-01T13:04:06.080Z,42.01,23.023,5,1.7,ml,,,,0.2,us,usp0006qqp,2014-11-07T00:57:03.773Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1995-01-01T11:38:48.920Z,41.94,23.011,10,1.8,ml,,,,0.6,us,usp0006qqg,2014-11-07T00:57:03.690Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1994-12-31T07:23:24.940Z,41.455,23.257,5,2.1,ml,,,,0.4,us,usp0006qnp,2014-11-07T00:57:00.907Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-12-31T04:55:23.420Z,42.012,23.006,5,2.5,ml,,,,0.3,us,usp0006qnk,2014-11-07T00:57:00.900Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-12-31T03:59:45.150Z,41.988,23.02,5,2.6,ml,,,,0.2,us,usp0006qnh,2014-11-07T00:57:00.896Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-12-26T08:38:50.600Z,41.752,27.291,5,3.3,ml,,,,0.9,us,usp0006qez,2014-11-07T00:56:59.837Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-12-24T05:39:12.540Z,41.336,23.41,5,2.1,ml,,,,0.6,us,usp0006qcm,2014-11-07T00:56:59.376Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1994-12-16T13:29:01.880Z,42.641,23.93,10,2.9,ml,,,,1.5,us,usp0006q3x,2014-11-07T00:56:58.281Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-12-16T12:43:20.700Z,41.65,22.374,10,1.7,ml,,,,0.7,us,usp0006q3v,2014-11-07T00:56:58.276Z,Macedonia,earthquake,,,,,reviewed,us,sko
1994-12-03T15:02:49.990Z,41.319,29.187,10,2.9,ml,,,,0.3,us,usp0006pm2,2014-11-07T00:56:54.436Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-12-02T12:39:15.070Z,41.679,22.367,10,2,ml,,,,0.6,us,usp0006pjv,2014-11-07T00:56:54.036Z,Macedonia,earthquake,,,,,reviewed,us,sko
1994-11-29T10:18:42.380Z,42.16,25.225,5,3.6,md,,,,1.2,us,usp0006pdg,2014-11-07T00:56:51.130Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1994-11-27T19:31:39.410Z,41.754,23.349,5,2,ml,,,,0.1,us,usp0006pbc,2014-11-07T00:56:50.959Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-11-26T19:22:14.800Z,41.754,25.269,10,3.6,ml,,,,1.1,us,usp0006p9m,2014-11-07T00:56:50.831Z,Bulgaria,earthquake,,,,,reviewed,us,isk
1994-11-23T13:39:58.030Z,41.358,22.483,10,1.6,ml,,,,0.7,us,usp0006p3t,2014-11-07T00:56:50.186Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-11-22T09:12:17.440Z,41.648,23.037,10,2.6,ml,,,,0.7,us,usp0006p1u,2014-11-07T00:56:49.858Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-11-17T23:45:53.900Z,42.456,23.772,10,3.1,md,,,,1.1,us,usp0006nut,2014-11-07T00:56:48.071Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1994-10-17T10:33:01.940Z,41.711,27.306,10,3.2,ml,,,,0.7,us,usp0006m8m,2014-11-07T00:56:31.684Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-09-28T16:00:31.240Z,41.515,27.006,10,3,ml,,,,0.1,us,usp0006k54,2014-11-07T00:56:20.803Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-09-13T08:46:22.590Z,41.501,28.356,10,2.7,ml,,,,0.6,us,usp0006jcm,2014-11-07T00:56:15.930Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-08-23T06:47:49.920Z,42.825,28.686,10,3.4,ml,,,,0.8,us,usp0006hc9,2014-11-07T00:56:07.185Z,Black Sea,earthquake,,,,,reviewed,us,isk
1994-08-12T08:58:26.510Z,41.907,23.267,10,2,ml,,,,0.8,us,usp0006gvp,2014-11-07T00:56:02.508Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1994-08-05T22:23:31.970Z,41.812,22.966,10,2.5,ml,,,,0.7,us,usp0006gkg,2014-11-07T00:56:00.702Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1994-08-05T14:45:46.830Z,41.3,29.178,10,2.8,ml,,,,0.1,us,usp0006gjx,2014-11-07T00:56:00.566Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-08-03T06:36:42.540Z,41.914,23.003,5,1.9,ml,,,,0.9,us,usp0006gfv,2014-11-07T00:55:59.432Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1994-08-03T03:57:12.520Z,41.856,23.06,10,2,ml,,,,1.4,us,usp0006gfm,2014-11-07T00:55:59.399Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1994-08-03T03:52:08.290Z,41.968,23.071,6.7,3.3,ml,,,,1.1,us,usp0006gfj,2014-11-07T00:55:59.382Z,Bulgaria,earthquake,,2.7,,,reviewed,us,ttg
1994-08-03T03:26:57.720Z,41.909,22.998,10,1.5,ml,,,,0.7,us,usp0006gfh,2014-11-07T00:55:59.379Z,Bulgaria,earthquake,,,,,reviewed,us,sko
1994-07-29T09:41:43.300Z,41.69,23.21,5,2.4,ml,,,,0.2,us,usp0006g8y,2014-11-07T00:55:55.597Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-26T12:32:40.900Z,42.486,23.994,5,3,ml,,,,1.2,us,usp0006g4y,2014-11-07T00:55:55.096Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-23T04:05:15.980Z,42.865,28.16,10,3.4,ml,,,,0.9,us,usp0006g0u,2014-11-07T00:55:53.587Z,Black Sea,earthquake,,,,,reviewed,us,isk
1994-07-22T12:41:29.710Z,42.442,24.021,5,2.7,ml,,,,0.9,us,usp0006g02,2014-11-07T00:55:53.457Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-20T12:23:31.700Z,41.861,23.176,5,2.3,ml,,,,1.2,us,usp0006fx4,2014-11-07T00:55:53.029Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-16T01:35:53.870Z,41.985,23.191,5,2.4,ml,,,,0.5,us,usp0006frf,2014-11-07T00:55:52.344Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-15T12:37:30.980Z,42.694,23.494,10,3.1,ml,,,,0.6,us,usp0006fqa,2014-11-07T00:55:52.232Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-13T12:19:54.590Z,42.63,23.892,5,2.9,ml,,,,0.9,us,usp0006fkx,2014-11-07T00:55:51.826Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-11T19:53:12.750Z,41.953,22.97,10,2.9,ml,,,,1,us,usp0006fgj,2014-11-07T00:55:51.069Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-11T15:02:08.360Z,41.651,27.63,10,2.8,ml,,,,0.5,us,usp0006fg5,2014-11-07T00:55:51.037Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-07-11T02:54:20.290Z,41.516,26.821,5,3.3,ml,,,,1.6,us,usp0006ffa,2014-11-07T00:55:50.969Z,Bulgaria-Greece-Turkey border region,earthquake,,,,,reviewed,us,the
1994-07-10T23:48:32.480Z,41.432,24.749,10,2.9,ml,,,,0.5,us,usp0006ff0,2014-11-07T00:55:50.940Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-05T01:17:11.150Z,41.687,23.788,10,2,ml,,,,0.1,us,usp0006f6n,2014-11-07T00:55:49.773Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-03T15:16:43.940Z,41.901,23.204,10,2.6,ml,,,,0.4,us,usp0006f4e,2014-11-07T00:55:49.141Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-07-01T12:54:26.800Z,42.063,24.058,10,3,ml,,,,1.1,us,usp0006f1n,2014-11-07T00:55:47.867Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-06-29T08:26:06.690Z,41.837,29.14,10,2.7,ml,,,,0.5,us,usp0006eyt,2014-11-07T00:55:45.085Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-06-28T09:44:09.800Z,41.695,23.812,5,2.4,ml,,,,0.4,us,usp0006exk,2014-11-07T00:55:44.981Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-06-22T13:16:02.300Z,41.98,24.54,5,2.4,ml,,,,0.4,us,usp0006ep4,2014-11-07T00:55:44.070Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-06-16T11:15:19.700Z,41.669,22.327,5,2.2,ml,,,,0.6,us,usp0006ecx,2014-11-07T00:55:42.629Z,Macedonia,earthquake,,,,,reviewed,us,sko
1994-06-11T10:47:57.390Z,41.835,27.475,5,3,ml,,,,0.7,us,usp0006e3a,2014-11-07T00:55:40.884Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-05-25T23:46:53.500Z,41.927,24.506,10,2.8,md,,,,0.8,us,usp0006d4w,2014-11-07T00:55:31.692Z,Bulgaria,earthquake,,,,,reviewed,us,ath
1994-05-23T12:23:18.070Z,41.964,23.175,10,3.3,ml,,,,0.5,us,usp0006czd,2014-11-07T00:55:30.520Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-05-17T12:24:30.440Z,42.482,24.186,10,3.1,ml,,,,0.5,us,usp0006cq9,2014-11-07T00:55:29.176Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-05-16T16:51:51.600Z,41.722,22.759,10,3,ml,,,,0.9,us,usp0006cnx,2014-11-07T00:55:29.044Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-05-10T12:06:38.250Z,41.291,28.474,10,2.6,ml,,,,0.9,us,usp0006cc1,2014-11-07T00:55:27.752Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-04-30T06:02:53.150Z,41.485,23.046,5,2.1,ml,,,,0.5,us,usp0006bu3,2014-11-07T00:55:21.994Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-26T12:41:45.430Z,41.423,24.343,10,2,ml,,,,0.6,us,usp0006bp0,2014-11-07T00:55:21.154Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1994-04-24T18:17:08.100Z,41.669,24.026,10,3,ml,,,,1.2,us,usp0006bjr,2014-11-07T00:55:20.780Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-15T12:20:13.320Z,42.724,24.058,10,3.1,ml,,,,1.3,us,usp0006b4s,2014-11-07T00:55:18.473Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-14T12:20:44.550Z,42.85,23.919,10,2.5,ml,,,,0.7,us,usp0006b31,2014-11-07T00:55:18.283Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-09T03:15:45.800Z,42.069,23.612,5,2.8,ml,,,,0.6,us,usp0006av5,2014-11-07T00:55:17.149Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-08T12:17:00.620Z,42.313,24.007,5,2.9,ml,,,,0.5,us,usp0006au6,2014-11-07T00:55:17.037Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-07T20:32:17.480Z,41.984,23.165,10,3.2,ml,,,,1,us,usp0006asv,2014-11-07T00:55:16.874Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-02T11:46:23.210Z,41.351,28.659,5,2.7,ml,,,,0.3,us,usp0006ahj,2014-11-07T00:55:14.695Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-04-02T10:03:43.880Z,41.3,23.113,5,2.8,ml,,,,0.7,us,usp0006ahd,2014-11-07T00:55:14.648Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1994-04-01T13:47:36.820Z,41.798,24.762,5,2.9,ml,,,,0.9,us,usp0006ag6,2014-11-07T00:55:14.124Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-01T12:26:40.360Z,42.444,24.031,5,2.9,ml,,,,0.5,us,usp0006ag3,2014-11-07T00:55:14.091Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-04-01T11:34:38.570Z,41.547,22.357,5,2.3,ml,,,,0.5,us,usp0006ag1,2014-11-07T00:55:14.016Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-04-01T05:52:16.320Z,41.678,25.025,10,3.1,ml,,,,1.1,us,usp0006afg,2014-11-07T00:55:13.627Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-03-31T18:56:14.100Z,41.323,23.444,5,2.3,ml,,,,0.1,us,usp0006aem,2014-11-07T00:55:11.812Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1994-03-28T19:13:44.180Z,42.134,24.354,10,3,ml,,,,0.8,us,usp0006aaw,2014-11-07T00:55:11.398Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-03-26T12:14:34.470Z,41.576,25.913,5,3.2,ml,,,,0.9,us,usp0006a7e,2014-11-07T00:55:11.114Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-03-22T23:19:31.030Z,42.169,23.393,10,2.9,ml,,,,1,us,usp0006a1b,2014-11-07T00:55:10.495Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-03-20T22:33:39.760Z,41.759,25.134,5,3,ml,,,,1.2,us,usp00069ys,2014-11-07T00:55:10.259Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-03-10T12:23:54.700Z,41.605,22.408,5,2.2,ml,,,,0.5,us,usp00069gk,2014-11-07T00:55:08.040Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-03-09T20:37:31.450Z,41.581,24.157,5,2.7,ml,,,,0.4,us,usp00069fg,2014-11-07T00:55:07.803Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-03-06T22:15:03.800Z,41.373,22.719,5,2.3,ml,,,,0.6,us,usp00069bk,2014-11-07T00:55:07.198Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-03-06T20:45:10.040Z,41.411,22.722,10,2,ml,,,,0.1,us,usp00069bg,2014-11-07T00:55:07.189Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-03-06T00:27:06.280Z,41.625,22.913,10,2.4,ml,,,,1,us,usp00069a9,2014-11-07T00:55:06.939Z,Macedonia,earthquake,,,,,reviewed,us,isk
1994-03-01T14:58:49.910Z,41.325,22.584,10,2,ml,,,,0.8,us,usp000694b,2014-11-07T00:55:04.412Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-03-01T13:34:20.480Z,42.533,24.091,10,3.1,ml,,,,0.9,us,usp0006948,2014-11-07T00:55:04.359Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-02-23T13:26:33.130Z,42.559,24.026,5,3.2,ml,,,,0.8,us,usp00068wu,2014-11-07T00:55:00.940Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-02-23T08:39:15.350Z,41.36,29.257,10,2.9,ml,,,,0.4,us,usp00068wf,2014-11-07T00:55:00.890Z,western Turkey,earthquake,,,,,reviewed,us,isk
1994-02-21T11:34:50.040Z,41.725,23.196,5,2.7,ml,,,,0.1,us,usp00068u2,2014-11-07T00:55:00.588Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-02-18T13:52:20.380Z,41.345,22.506,10,2.1,ml,,,,0,us,usp00068pu,2014-11-07T00:55:00.094Z,Macedonia,earthquake,,,,,reviewed,us,the
1994-02-15T13:17:30.980Z,42.892,23.881,10,2.9,ml,,,,0.5,us,usp00068j1,2014-11-07T00:54:59.137Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-02-13T11:34:24.190Z,41.306,22.424,10,2.6,ml,,,,0.7,us,usp00068ff,2014-11-07T00:54:58.832Z,Macedonia,earthquake,,,,,reviewed,us,sko
1994-02-11T16:40:12.140Z,41.301,23.58,10,2.4,ml,,,,0.4,us,usp00068cu,2014-11-07T00:54:58.099Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,the
1994-02-11T13:27:39.450Z,42.559,24.064,10,3,ml,,,,0.8,us,usp00068cg,2014-11-07T00:54:58.051Z,Bulgaria,earthquake,,,,,reviewed,us,the
1994-02-11T12:32:39.580Z,41.641,22.296,10,2.4,ml,,,,0.6,us,usp00068cd,2014-11-07T00:54:58.044Z,Macedonia,earthquake,,,,,reviewed,us,the
