time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-02-22T20:30:54.400Z,41.57,25.56,12,2.7,ml,23,111.2,,,us,usp000eamf,2014-11-07T01:28:21.027Z,Bulgaria,earthquake,,,,,reviewed,sof,the
2006-02-22T12:56:36.200Z,41.7,25.44,15,3.4,md,12,124.8,,,us,usp000eakn,2014-11-07T01:28:20.951Z,Bulgaria,earthquake,,,,,reviewed,sof,ath
2006-02-22T11:37:06.300Z,41.69,25.45,12,3.3,md,15,103.3,,,us,usp000eakk,2014-11-07T01:28:20.944Z,Bulgaria,earthquake,,,,,reviewed,sof,ath
2006-02-21T15:20:59.860Z,41.608,25.416,9.9,3.6,md,19,123.8,,1.25,us,usp000eahq,2014-11-07T01:28:20.771Z,Bulgaria,earthquake,,6,,,reviewed,us,ath
2006-02-20T17:43:26.440Z,41.647,25.428,8.2,3.5,md,14,124.6,,1.08,us,usp000eaf0,2014-11-07T01:28:20.458Z,Bulgaria,earthquake,,6.4,,,reviewed,us,ath
2006-02-20T17:20:09.000Z,41.708,25.544,10,4.6,mb,140,38.6,,,us,usp000eaez,2014-11-07T01:28:20.444Z,Bulgaria,earthquake,,,,7,reviewed,csem,us
2006-02-15T23:50:40.000Z,41.83,22.87,9,2.7,md,8,267.9,,,us,usp000ea4j,2014-11-07T01:28:18.721Z,Macedonia,earthquake,,,,,reviewed,sof,sof
2006-02-15T21:50:32.880Z,41.794,22.859,3.9,3.4,md,26,75.3,,,us,usp000ea48,2014-11-07T01:28:18.698Z,Macedonia,earthquake,,,,,reviewed,the,sof
2006-02-14T16:50:41.410Z,41.998,23.216,9.5,2.7,md,9,125.6,,1.32,us,usp000ea2f,2014-11-07T01:28:18.508Z,Bulgaria,earthquake,,12.6,,,reviewed,us,sof
2006-02-08T19:35:21.000Z,41.82,23.2,13,3.4,md,6,171.1,,,us,usp000e9sk,2014-11-07T01:28:17.496Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2006-02-05T23:27:56.200Z,41.98,23.21,1,2.8,md,16,130.2,,,us,usp000e9k7,2014-11-07T01:28:16.737Z,Bulgaria,earthquake,,,,,reviewed,sof,sof
2006-02-04T23:10:54.810Z,41.675,22.902,11.3,2.6,ml,30,141.1,,,us,usp000e9g9,2014-11-07T01:28:16.353Z,Macedonia,earthquake,,,,,reviewed,the,the
2006-02-04T22:50:08.230Z,43.394,27.766,12.3,3,md,18,112.1,,1.65,us,usp000e9g7,2014-11-07T01:28:16.337Z,Bulgaria,earthquake,,20.7,,,reviewed,us,sof
2006-02-04T21:33:24.770Z,41.697,22.89,5.6,3.8,md,83,33,,,us,usp000e9g1,2014-11-07T01:28:16.315Z,Macedonia,earthquake,,,,,reviewed,the,sof
2006-01-28T03:31:38.200Z,41.55,23.57,19,3.3,md,4,280,,,us,usp000e8zz,2014-11-07T01:28:10.232Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2006-01-24T13:35:03.440Z,41.632,25.613,31.6,3.5,ml,13,115.3,,,us,usp000e8sw,2014-11-07T01:28:09.269Z,Bulgaria,earthquake,,,,,reviewed,the,the
2006-01-24T10:36:41.670Z,41.721,25.546,10.8,3.2,ml,10,109.6,,,us,usp000e8sn,2014-11-07T01:28:09.252Z,Bulgaria,earthquake,,,,,reviewed,the,the
2006-01-20T23:09:26.500Z,42.627,26.549,10,4,ml,42,68,,,us,usp000e8jc,2014-11-07T01:28:07.819Z,Bulgaria,earthquake,,,,,reviewed,csem,buc
2005-12-20T17:38:36.700Z,42.93,22.56,13,2.7,md,5,307.5,,,us,usp000e6gw,2014-11-07T01:27:55.295Z,Serbia,earthquake,,,,,reviewed,sof,sof
2005-11-21T01:35:43.900Z,41.78,24.1,4,3.1,md,4,231.2,,,us,usp000e4m7,2014-11-07T01:27:41.761Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2005-11-07T16:37:31.500Z,41.7,23.3,5,3.3,md,4,231.9,,,us,usp000e3ph,2014-11-07T01:27:36.873Z,Bulgaria,earthquake,,,,,reviewed,the,ath
2005-10-31T16:54:50.480Z,44.117,26.583,6,3.1,md,6,267.1,,,us,usp000e37s,2014-11-07T01:27:30.863Z,Romania,earthquake,,,,,reviewed,irsa,irsa
2005-10-30T23:12:46.300Z,41.6,24.02,3,3.3,md,4,215,,,us,usp000e35x,2014-11-07T01:27:30.592Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2005-10-30T01:45:17.100Z,41.54,23.25,22,3.3,md,9,76.6,,,us,usp000e34e,2014-11-07T01:27:30.399Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2005-10-18T02:50:16.330Z,41.646,23.632,16.3,2.9,ml,11,223.3,,,us,usp000e23w,2014-11-07T01:27:25.815Z,Bulgaria,earthquake,,,,,reviewed,the,the
2005-10-16T07:01:15.970Z,41.64,22.671,7.4,3.5,md,23,58.9,,,us,usp000e1xy,2014-11-07T01:27:24.987Z,Macedonia,earthquake,,,,,reviewed,the,ath
2005-10-15T01:28:33.300Z,41.33,24.6,24,3.1,md,10,192,,,us,usp000e1ve,2014-11-07T01:27:24.132Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
2005-09-08T03:01:53.340Z,41.794,23.11,12.8,3.1,ml,9,256,,,us,usp000dyz3,2014-11-07T01:27:01.858Z,Bulgaria,earthquake,,,,,reviewed,the,ath
2005-08-18T17:42:32.800Z,41.64,24,12,3.2,md,4,272.9,,,us,usp000dxkv,2014-11-07T01:26:50.122Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2005-08-04T07:50:26.100Z,41.68,22.82,5,3.2,md,8,103.5,,,us,usp000dwn5,2014-11-07T01:26:43.748Z,Macedonia,earthquake,,,,,reviewed,ath,ath
2005-07-12T13:00:01.000Z,41.35,23.57,22,3.2,md,4,264.3,,,us,usp000dv2h,2014-11-07T01:26:28.836Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
2005-07-12T12:43:32.200Z,41.37,23.49,20,3.2,md,6,187.7,,,us,usp000dv2f,2014-11-07T01:26:28.834Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
2005-07-07T01:40:29.800Z,41.69,23.19,16,3.4,md,4,234.5,,,us,usp000dup8,2014-11-07T01:26:26.435Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2005-05-22T23:07:23.000Z,41.76,23.06,17,3.2,md,6,247.3,,,us,usp000drd6,2014-11-07T01:25:57.354Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2005-04-24T09:26:18.500Z,41.39,22.72,19,3.4,md,8,150.6,,,us,usp000dp47,2014-11-07T01:25:40.257Z,Macedonia,earthquake,,,,,reviewed,ath,ath
2005-04-13T18:52:25.600Z,41.45,22.68,24,3.5,md,6,126.2,,,us,usp000dn8y,2014-11-07T01:25:35.057Z,Macedonia,earthquake,,,,,reviewed,ath,ath
2005-03-22T21:01:17.200Z,41.38,22.69,23,3.3,md,7,148.9,,,us,usp000djud,2014-11-07T01:25:17.880Z,Macedonia,earthquake,,,,,reviewed,ath,ath
2005-03-21T03:17:37.000Z,41.41,22.72,23,3.3,md,8,112,,,us,usp000djp1,2014-11-07T01:25:17.145Z,Macedonia,earthquake,,,,,reviewed,ath,ath
2005-03-19T03:26:51.690Z,41.338,22.357,13.8,3.5,md,11,88.7,,0.44,us,usp000djhb,2014-11-07T01:25:16.383Z,Macedonia,earthquake,,6.8,,,reviewed,us,ath
2005-03-19T02:21:21.670Z,41.356,22.694,10,2.2,ml,8,146.4,,0.99,us,usp000djh0,2014-11-07T01:25:16.285Z,Macedonia,earthquake,,,,,reviewed,us,sko
2005-02-25T13:05:38.030Z,42.994,26.644,7.8,3.8,ml,4,308.2,,,us,usp000dgxs,2014-11-07T01:25:03.536Z,Bulgaria,earthquake,,,,,reviewed,buc,buc
2005-02-14T00:44:03.220Z,41.898,23.004,10,3.6,md,17,172.5,,0.96,us,usp000dg35,2014-11-07T01:24:59.379Z,Bulgaria,earthquake,,0,,,reviewed,us,ath
2005-02-14T00:35:37.600Z,41.918,23.009,10,3.2,md,4,218.1,,0.16,us,usp000dg34,2014-11-07T01:24:59.377Z,Bulgaria,earthquake,,,,,reviewed,us,ath
2005-02-12T17:33:37.500Z,41.86,25,17,3.5,md,28,97.6,,,us,usp000dfzz,2014-11-07T01:24:58.995Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2004-12-14T23:18:47.000Z,41.35,24.2,39,3.4,md,7,173.3,,,us,usp000daqs,2014-11-07T01:24:16.938Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
2004-11-03T04:18:36.770Z,41.91,23.125,3,3.5,ml,17,198.7,,,us,usp000d7k9,2014-11-07T01:23:55.171Z,Bulgaria,earthquake,,,,,reviewed,the,the
2004-10-01T22:04:44.200Z,41.34,23.55,23,3.2,md,5,260.3,,,us,usp000d5jb,2014-11-07T01:23:40.107Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
2004-09-10T17:46:06.910Z,42.074,24.837,0,3.9,md,80,44.2,,,us,usp000d41x,2014-11-07T01:23:27.956Z,Bulgaria,earthquake,,,,,reviewed,the,ath
2004-08-12T02:14:34.100Z,41.77,23.016,7,2.8,ml,7,280.7,,,us,usp000d1zb,2014-11-07T01:23:11.307Z,Macedonia,earthquake,,,,,reviewed,the,the
2004-06-27T12:07:01.490Z,41.848,23.337,4,4,ml,9,198.5,,,us,usp000cyz8,2014-11-07T01:22:42.327Z,Bulgaria,earthquake,,,,,reviewed,the,the
2004-06-27T11:54:09.770Z,41.944,23.419,5,3.9,ml,72,81.4,,1.28,us,usp000cyz6,2014-11-07T01:22:42.318Z,Bulgaria,earthquake,,,,,reviewed,us,the
2004-06-27T04:25:32.140Z,41.614,23.708,6,3.1,ml,9,225.8,,,us,usp000cyy5,2014-11-07T01:22:42.215Z,Bulgaria,earthquake,,,,,reviewed,the,the
2004-05-14T11:09:40.220Z,43.451,26.414,24,4.2,md,21,95.3,,0.9,us,usp000cv16,2014-11-07T01:22:18.685Z,Bulgaria,earthquake,,17.9,,,reviewed,us,buc
2004-04-30T03:04:41.900Z,41.35,24.59,27,3.4,md,6,195.4,,,us,usp000ctt4,2014-11-07T01:22:08.940Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
2004-04-26T13:22:23.400Z,41.846,23.26,11.5,3.8,md,32,66.9,,1.17,us,usp000ctfv,2014-11-07T01:22:06.480Z,Bulgaria,earthquake,,10.7,,,reviewed,us,ath
2004-04-26T11:58:12.900Z,41.92,23.22,23,3.6,md,10,68,,,us,usp000ctfq,2014-11-07T01:22:06.468Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2004-01-01T13:49:18.500Z,41.386,28.082,8,2.7,md,6,247.6,,,us,usp000cgrv,2014-11-07T01:20:55.509Z,western Turkey,earthquake,,,,,reviewed,isk,isk
2003-12-25T15:34:36.030Z,41.29,22.485,10,2,ml,5,222,,,us,usp000cg0x,2014-11-07T01:20:49.183Z,Macedonia,earthquake,,,,,reviewed,the,the
2003-12-18T13:52:30.300Z,41.81,23.04,11,3.1,md,10,259,,,us,usp000cfge,2014-11-07T01:20:46.664Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2003-12-17T23:15:17.270Z,43.083,27.486,33.9,4.4,mb,119,21.4,,0.9,us,usp000cffe,2014-11-07T01:20:46.413Z,Bulgaria,earthquake,,4.5,,32,reviewed,us,us
2003-12-10T10:22:52.700Z,41.84,22.96,7,3.5,md,14,191.7,,,us,usp000ceyj,2014-11-07T01:20:43.931Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2003-11-15T14:11:12.840Z,41.931,24.964,20,3.1,ml,8,126.6,,,us,usp000ccx5,2014-11-07T01:20:29.182Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-11-09T17:51:12.690Z,41.987,23.136,10,3.6,ml,22,95.1,,1.05,us,usp000ccfn,2014-11-07T01:20:26.168Z,Bulgaria,earthquake,,,,,reviewed,us,the
2003-11-05T09:02:38.280Z,41.782,23.29,4,2.3,ml,6,300.5,,,us,usp000cc45,2014-11-07T01:20:24.888Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-09-20T16:09:41.270Z,41.982,23.029,10,2.6,ml,5,308.8,,,us,usp000c83y,2014-11-07T01:19:53.409Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-09-17T17:05:48.360Z,41.745,22.878,10,2.5,ml,5,294.5,,,us,usp000c7uw,2014-11-07T01:19:51.224Z,Macedonia,earthquake,,,,,reviewed,the,the
2003-09-07T05:38:33.740Z,42.128,23.496,10,2.3,ml,6,312.8,,,us,usp000c6yt,2014-11-07T01:19:46.929Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-07-03T20:51:19.130Z,41.853,23.235,10,2.5,ml,6,296.4,,,us,usp000c1k3,2014-11-07T01:19:07.836Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-06-23T10:22:18.400Z,41.32,22.44,5,3.2,md,16,220.9,,,us,usp000c0r3,2014-11-07T01:18:58.915Z,Macedonia,earthquake,,,,,reviewed,ath,ath
2003-06-19T11:06:48.640Z,41.297,22.353,10,1.9,ml,7,126.7,,,us,usp000c08e,2014-11-07T01:18:57.562Z,Macedonia,earthquake,,,,,reviewed,the,the
2003-06-09T09:18:21.680Z,41.615,23.37,8,2.6,ml,9,275.7,,,us,usp000bzfg,2014-11-07T01:18:53.121Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-06-09T09:14:44.730Z,41.602,23.392,20,3.6,ml,50,39.3,,,us,usp000bzff,2014-11-07T01:18:53.115Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-06-02T14:29:06.230Z,41.63,23.766,10,2.4,ml,5,295.5,,,us,usp000byv8,2014-11-07T01:18:49.175Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-06-01T19:08:03.400Z,41.596,23.761,10,2.2,ml,5,293.9,,,us,usp000byrw,2014-11-07T01:18:48.397Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-05-11T16:41:14.200Z,41.946,23.105,8,2.6,ml,7,287.2,,,us,usp000bx1r,2014-11-07T01:18:36.261Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-05-03T21:42:58.800Z,41.776,22.854,10,2.6,ml,5,296.9,,,us,usp000bwj2,2014-11-07T01:18:32.545Z,Macedonia,earthquake,,,,,reviewed,the,the
2003-05-03T21:03:06.820Z,41.878,22.972,15,3.6,ml,31,110.8,,,us,usp000bwhy,2014-11-07T01:18:32.511Z,Bulgaria,earthquake,,,,,reviewed,the,the
2003-04-29T03:52:33.020Z,41.501,22.638,11,3.4,md,20,168.8,,,us,usp000bw66,2014-11-07T01:18:27.118Z,Macedonia,earthquake,,,,,reviewed,the,ath
2003-02-11T13:04:27.400Z,41.3,24.7,35,3.2,md,5,,,,us,usp000bqfh,2014-11-07T01:17:47.182Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
2003-02-11T00:53:04.600Z,41.5,23.15,22,3.5,md,12,,,,us,usp000bqdy,2014-11-07T01:17:46.970Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2003-02-08T18:02:33.100Z,41.5,23.13,9,3.3,md,8,,,,us,usp000bq95,2014-11-07T01:17:46.397Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2003-01-20T18:08:28.200Z,41.93,23.09,12,3.3,md,6,,,,us,usp000bnwa,2014-11-07T01:17:36.735Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2003-01-20T01:02:47.000Z,41.44,23.67,20,3.2,md,5,,,,us,usp000bnv7,2014-11-07T01:17:36.564Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2003-01-17T22:07:50.100Z,41.99,25.12,5,3.4,md,4,,,,us,usp000bnqt,2014-11-07T01:17:36.088Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2003-01-17T18:54:47.500Z,41.88,23.1,10,3.4,md,5,,,,us,usp000bnqm,2014-11-07T01:17:36.078Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2002-11-18T10:53:42.200Z,41.51,25.22,5,3.4,md,6,,,,us,usp000bhxv,2014-11-07T01:17:09.160Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2002-11-17T03:15:09.900Z,41.96,25.8,14,3.7,md,6,,,,us,usp000bhuw,2014-11-07T01:17:08.687Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2002-09-27T08:55:59.000Z,41.75,22.84,9,3.3,md,4,,,,us,usp000bd7g,2014-11-07T01:16:35.052Z,Macedonia,earthquake,,,,,reviewed,ath,ath
2002-07-05T02:15:52.700Z,41.48,23.34,45,3.1,md,13,,,,us,usp000b7h4,2014-11-07T01:16:00.072Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2002-05-23T13:44:25.220Z,42.53,26.317,10,2.9,md,12,,,0.74,us,usp000b4ue,2014-11-07T01:15:39.291Z,Bulgaria,earthquake,,,,,reviewed,us,ath
2002-04-17T11:18:14.600Z,41.66,24.43,10,2.8,md,5,,,,us,usp000b2kb,2014-11-07T01:15:25.953Z,Bulgaria,earthquake,,,,,reviewed,ath,ath
2002-04-06T07:48:47.150Z,42.098,24.828,10,3.7,mb,15,,,1.44,us,usp000b1up,2014-11-07T01:15:21.853Z,Bulgaria,earthquake,,,,4,reviewed,us,us
2002-04-06T05:47:08.680Z,42.093,24.9,10,4,mb,36,,,1.36,us,usp000b1uc,2014-11-07T01:15:21.818Z,Bulgaria,earthquake,,,,9,reviewed,us,us
2002-04-06T01:10:57.860Z,42.058,24.873,10,3.8,mb,55,,,1.34,us,usp000b1tz,2014-11-07T01:15:21.756Z,Bulgaria,earthquake,,,,6,reviewed,us,us
2002-04-05T13:14:01.310Z,42.04,24.911,26.8,4.7,mb,135,,,0.82,us,usp000b1sp,2014-11-07T01:15:21.521Z,Bulgaria,earthquake,,2,,76,reviewed,us,us
2002-03-07T00:47:21.260Z,41.783,22.9,10,2.1,ml,10,,,0.97,us,usp000azug,2014-11-07T01:15:05.569Z,Macedonia,earthquake,,,,,reviewed,us,sko
2002-02-18T10:44:54.920Z,42.062,23.117,33,3.2,md,5,,,0.77,us,usp000ayq2,2014-11-07T01:14:56.150Z,Bulgaria,earthquake,,,,,reviewed,us,ath
2002-02-18T10:19:22.300Z,42.083,23.152,33,3.9,mb,62,,,1.32,us,usp000ayq1,2014-11-07T01:14:56.145Z,Bulgaria,earthquake,,,,2,reviewed,us,us
2001-08-13T14:26:11.880Z,42.602,26.507,10,4.6,mb,198,,,1.16,us,usp000amdg,2014-11-07T01:13:32.657Z,Bulgaria,earthquake,,,,58,reviewed,us,us
2001-08-09T04:00:08.300Z,42.244,26.726,8,3.3,md,11,,,,us,usp000am2z,2014-11-07T01:13:30.891Z,Bulgaria,earthquake,,,,,reviewed,isk,isk
2001-08-09T01:44:04.300Z,42.492,26.52,10,3.5,md,15,,,0.64,us,usp000am2r,2014-11-07T01:13:30.789Z,Bulgaria,earthquake,,,,,reviewed,us,isk
2001-08-09T00:58:19.970Z,42.559,26.529,42.4,4.2,mb,51,,,1.03,us,usp000am2p,2014-11-07T01:13:30.781Z,Bulgaria,earthquake,,5.6,,14,reviewed,us,us
2001-04-10T17:43:24.520Z,41.624,23.798,0,2.3,ml,7,,,,us,usp000acz4,2014-11-07T01:12:33.824Z,Bulgaria,earthquake,,,,,reviewed,the,the
2001-04-05T14:25:37.480Z,41.642,22.435,3,3.2,md,16,,,,us,usp000acn2,2014-11-07T01:12:32.084Z,Macedonia,earthquake,,,,,reviewed,the,ath
2001-03-19T20:21:44.550Z,41.736,22.854,0,2.5,ml,8,,,,us,usp000abrc,2014-11-07T01:12:22.769Z,Macedonia,earthquake,,,,,reviewed,the,the
2001-03-11T12:50:02.930Z,41.732,22.93,5,2.5,ml,8,,,,us,usp000ab7s,2014-11-07T01:12:20.005Z,Macedonia,earthquake,,,,,reviewed,the,the
2001-03-11T02:18:13.040Z,41.36,22.553,2,2.3,ml,9,,,,us,usp000ab74,2014-11-07T01:12:19.944Z,Macedonia,earthquake,,,,,reviewed,the,the
2001-03-05T14:16:08.800Z,42.139,23.161,1,3.2,ml,10,,,,us,usp000aayn,2014-11-07T01:12:18.703Z,Bulgaria,earthquake,,,,,reviewed,the,the
2001-03-05T14:15:32.990Z,42.201,23.285,10,3.1,ml,23,,,,us,usp000aaym,2014-11-07T01:12:18.698Z,Bulgaria,earthquake,,,,,reviewed,the,the
2001-02-24T20:04:26.820Z,41.86,23.097,0,2.6,ml,13,,,,us,usp000aa9k,2014-11-07T01:12:11.621Z,Bulgaria,earthquake,,,,,reviewed,the,the
2001-01-16T04:01:45.500Z,41.994,24.684,3,2.7,ml,8,,,,us,usp000a7s9,2014-11-07T01:11:56.132Z,Bulgaria,earthquake,,,,,reviewed,the,the
2001-01-05T23:10:18.080Z,41.789,22.865,0,2.3,ml,5,,,,us,usp000a76g,2014-11-07T01:11:52.447Z,Macedonia,earthquake,,,,,reviewed,the,the
2000-12-30T12:58:45.170Z,41.422,23.07,0,2.1,ml,7,,,,us,usp000a6xs,2014-11-07T01:11:47.465Z,Bulgaria,earthquake,,,,,reviewed,the,the
2000-12-27T18:31:21.130Z,41.834,23.096,0,2.4,ml,5,,,,us,usp000a6tg,2014-11-07T01:11:46.866Z,Bulgaria,earthquake,,,,,reviewed,the,the
2000-12-08T15:19:25.690Z,41.412,23.081,0,2.9,ml,10,,,,us,usp000a5qm,2014-11-07T01:11:41.767Z,Bulgaria,earthquake,,,,,reviewed,the,the
2000-12-07T14:38:38.380Z,41.745,23.773,7,3,ml,10,,,,us,usp000a5nu,2014-11-07T01:11:41.502Z,Bulgaria,earthquake,,,,,reviewed,the,the
2000-11-18T04:01:55.800Z,41.729,22.83,1,2.1,ml,13,,,,us,usp000a47j,2014-11-07T01:11:31.064Z,Macedonia,earthquake,,,,,reviewed,the,sko
2000-10-25T23:06:06.400Z,42.77,22.861,10,3.6,ml,18,,,0.98,us,usp000a2dv,2014-11-07T01:11:18.941Z,Bulgaria,earthquake,,,,,reviewed,us,the
2000-10-13T17:34:09.150Z,41.888,23.173,0,2.6,ml,6,,,,us,usp000a1qw,2014-11-07T01:11:16.357Z,Bulgaria,earthquake,,,,,reviewed,the,the
2000-08-28T05:16:48.190Z,43.009,25.351,5,3.3,m,27,,,1.27,us,usp0009z9f,2014-11-07T01:10:55.435Z,Bulgaria,earthquake,,,,,reviewed,us,sko
2000-07-25T02:52:55.870Z,41.408,23.755,33,2.8,ml,8,,,1.29,us,usp0009x4g,2014-11-07T01:10:39.900Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,us,sko
2000-01-18T14:18:20.650Z,41.52,28.526,8.7,3.2,md,,,,,us,usp0009mat,2014-11-07T01:09:20.439Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1999-11-23T00:47:51.760Z,42.065,25.165,3.8,4.5,ml,,,,,us,usp0009hzw,2014-11-07T01:08:59.666Z,Bulgaria,earthquake,,,,,reviewed,the,the
1999-06-10T15:41:00.700Z,41.422,28.181,6,2.6,md,,,,,us,usp00099n5,2014-11-07T01:07:53.038Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1999-06-07T23:08:50.000Z,41.614,28.627,10,2.6,md,,,,,us,usp00099ga,2014-11-07T01:07:52.172Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1999-04-11T21:37:27.800Z,41.38,24.31,5,3.3,md,,,,,us,usp000964x,2014-11-07T01:07:27.064Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
1999-02-28T01:29:43.600Z,41.324,25.845,10,3.1,md,,,,,us,usp00093kn,2014-11-07T01:07:05.739Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,isk,isk
1999-02-26T07:27:08.500Z,41.569,28.063,5,2.8,md,,,,,us,usp00093fn,2014-11-07T01:07:05.190Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1999-02-11T00:56:12.400Z,41.3,24.35,35,3.2,md,,,,,us,usp00092m0,2014-11-07T01:07:00.935Z,Greece-Bulgaria border region,earthquake,,,,,reviewed,ath,ath
1998-12-11T15:09:19.530Z,42.253,25.27,10,4.7,mb,,,,1.15,us,usp0008zfk,2014-11-07T01:06:38.526Z,Bulgaria,earthquake,,,,40,reviewed,us,us
1998-12-10T08:03:58.490Z,41.716,22.81,10,3.2,md,,,,0.55,us,usp0008zdf,2014-11-07T01:06:38.084Z,Macedonia,earthquake,,,,,reviewed,us,ath
1998-11-07T12:23:47.000Z,41.395,28.137,8,2.8,md,,,,,us,usp0008xs8,2014-11-07T01:06:24.740Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-09-13T17:30:05.400Z,41.529,28.33,5,2.7,md,,,,,us,usp0008uw3,2014-11-07T01:06:02.376Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-09-03T15:21:06.600Z,41.718,28.045,10,2.8,md,,,,,us,usp0008uc1,2014-11-07T01:05:59.808Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-07-14T23:00:21.360Z,41.915,23.168,10,3.7,ml,,,,0.99,us,usp0008rh9,2014-11-07T01:05:35.877Z,Bulgaria,earthquake,,,,,reviewed,us,the
1998-07-03T06:53:40.900Z,41.315,28.241,10,2.8,md,,,,,us,usp0008qvx,2014-11-07T01:05:31.710Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-06-05T09:28:33.200Z,41.572,28.98,5,2.7,md,,,,,us,usp0008pcb,2014-11-07T01:05:22.334Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-05-30T16:45:09.800Z,41.42,28.235,8,2.8,md,,,,,us,usp0008p0x,2014-11-07T01:05:17.196Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-04-14T06:16:15.400Z,41.471,29.165,8,2.7,md,,,,,us,usp0008k6y,2014-11-07T01:04:59.666Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-04-06T00:38:29.400Z,41.5,27.575,5,3.4,mb,,,,,us,usp0008jmh,2014-11-07T01:04:57.105Z,western Turkey,earthquake,,,,1,reviewed,isk,us
1998-04-04T10:51:42.100Z,41.326,28.95,10,2.8,md,,,,,us,usp0008jj8,2014-11-07T01:04:56.625Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-03-31T15:34:32.600Z,41.474,28.147,9,2.8,md,,,,,us,usp0008jb4,2014-11-07T01:04:52.441Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-03-20T14:57:43.000Z,41.325,27.281,10,2.8,md,,,,,us,usp0008hrs,2014-11-07T01:04:47.712Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-01-25T14:45:54.700Z,41.561,27.965,10,2.8,md,,,,,us,usp0008eyf,2014-11-07T01:04:22.843Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1998-01-14T06:51:33.700Z,41.341,29.3,10,2.7,md,,,,,us,usp0008eaa,2014-11-07T01:04:20.140Z,western Turkey,earthquake,,,,,reviewed,isk,isk
1997-12-07T07:45:35.760Z,41.359,28.061,10,2.7,md,,,,1.24,us,usp0008c5r,2014-11-07T01:04:05.664Z,western Turkey,earthquake,,,,,reviewed,us,isk
1997-04-19T21:00:41.330Z,43.124,29.159,10,3.6,mb,,,,1.21,us,usp00080ue,2014-11-07T01:02:36.097Z,Black Sea,earthquake,,,,3,reviewed,us,us
1997-04-04T08:31:31.470Z,41.561,23.752,10,2.8,ml,,,,1.55,us,usp0007zxu,2014-11-07T01:02:29.930Z,Bulgaria,earthquake,,,,,reviewed,us,sko
